Country Name,Country Code,Series Name,Series Code,Time,Time Code,Value
Jamaica,JAM,"Population, total",SP.POP.TOTL,2014,YR2014,2720554
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,38139.42236
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,83.58780488
Japan,JPN,"Population, total",SP.POP.TOTL,2014,YR2014,127131800
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,4830.976915
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.05214634
Jordan,JOR,"Population, total",SP.POP.TOTL,2014,YR2014,7416083
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,12806.56511
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,71.62
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,2014,YR2014,17289224
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1368.491132
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,61.57636585
Kenya,KEN,"Population, total",SP.POP.TOTL,2014,YR2014,44863583
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1684.321292
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,65.95168293
Kiribati,KIR,"Population, total",SP.POP.TOTL,2014,YR2014,110470
"Korea, Dem. People’s Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
"Korea, Dem. People’s Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,70.07468293
"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,2014,YR2014,25026772
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,27989.35399
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,82.15585366
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,2014,YR2014,50423955
Kosovo,KSV,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,4073.819117
Kosovo,KSV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,71.09756098
Kosovo,KSV,"Population, total",SP.POP.TOTL,2014,YR2014,1812771
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,43332.40625
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.58502439
Kuwait,KWT,"Population, total",SP.POP.TOTL,2014,YR2014,3753121
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1279.769783
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,70.40243902
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,2014,YR2014,5835500
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1754.896196
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,66.11736585
Lao PDR,LAO,"Population, total",SP.POP.TOTL,2014,YR2014,6689300
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,15710.16771
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.18780488
Latvia,LVA,"Population, total",SP.POP.TOTL,2014,YR2014,1993782
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,8148.639167
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,79.37309756
Lebanon,LBN,"Population, total",SP.POP.TOTL,2014,YR2014,5612096
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1203.695893
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,49.70058537
Lesotho,LSO,"Population, total",SP.POP.TOTL,2014,YR2014,2109197
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,457.8585865
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,60.83441463
Liberia,LBR,"Population, total",SP.POP.TOTL,2014,YR2014,4396554
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,71.71612195
Libya,LBY,"Population, total",SP.POP.TOTL,2014,YR2014,6258984
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,178713.228
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,82.26097561
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,2014,YR2014,37286
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,16489.72898
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,73.96585366
Lithuania,LTU,"Population, total",SP.POP.TOTL,2014,YR2014,2932367
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,116612.8842
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,82.20731707
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2014,YR2014,556319
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,96074.83696
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,80.55309756
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,2014,YR2014,577914
"Macedonia, FYR",MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,5453.281275
"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,75.34239024
"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,2014,YR2014,2075625
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,452.8103949
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,65.08560976
Madagascar,MDG,"Population, total",SP.POP.TOTL,2014,YR2014,23571713
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,362.6930683
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,62.72163415
Malawi,MWI,"Population, total",SP.POP.TOTL,2014,YR2014,16695253
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,11305.9001
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.71829268
Malaysia,MYS,"Population, total",SP.POP.TOTL,2014,YR2014,29901997
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,7716.204015
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,76.77282927
Maldives,MDV,"Population, total",SP.POP.TOTL,2014,YR2014,401000
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,819.6212972
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,57.98626829
Mali,MLI,"Population, total",SP.POP.TOTL,2014,YR2014,17086022
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,25125.09562
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,81.74634146
Malta,MLT,"Population, total",SP.POP.TOTL,2014,YR2014,427364
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,3461.645096
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,2014,YR2014,52898
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1370.985212
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,63.01658537
Mauritania,MRT,"Population, total",SP.POP.TOTL,2014,YR2014,3969625
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,10153.93822
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.19439024
Mauritius,MUS,"Population, total",SP.POP.TOTL,2014,YR2014,1260934
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,10353.44798
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,76.72185366
Mexico,MEX,"Population, total",SP.POP.TOTL,2014,YR2014,125385833
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,3057.091231
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,69.10107317
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,2014,YR2014,104044
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,2244.763762
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,71.45587805
Moldova,MDA,"Population, total",SP.POP.TOTL,2014,YR2014,3556397
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
Monaco,MCO,"Population, total",SP.POP.TOTL,2014,YR2014,37623
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,4201.737722
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,69.46390244
Mongolia,MNG,"Population, total",SP.POP.TOTL,2014,YR2014,2909871
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,7378.042271
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,76.18070732
Montenegro,MNE,"Population, total",SP.POP.TOTL,2014,YR2014,621810
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,3186.60876
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.01609756
Morocco,MAR,"Population, total",SP.POP.TOTL,2014,YR2014,33921203
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,623.1979366
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,55.02595122
Mozambique,MOZ,"Population, total",SP.POP.TOTL,2014,YR2014,27216276
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1227.137217
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,65.85785366
Myanmar,MMR,"Population, total",SP.POP.TOTL,2014,YR2014,53437159
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,5349.447676
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,64.68019512
Namibia,NAM,"Population, total",SP.POP.TOTL,2014,YR2014,2402858
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,11499.99428
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
Nauru,NRU,"Population, total",SP.POP.TOTL,2014,YR2014,10176
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,703.1825707
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,69.60468293
Nepal,NPL,"Population, total",SP.POP.TOTL,2014,YR2014,28174724
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,52157.40687
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,81.30487805
Netherlands,NLD,"Population, total",SP.POP.TOTL,2014,YR2014,16865008
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,77.57317073
New Caledonia,NCL,"Population, total",SP.POP.TOTL,2014,YR2014,268000
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,44380.42658
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,81.40487805
New Zealand,NZL,"Population, total",SP.POP.TOTL,2014,YR2014,4509700
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1960.490908
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.81014634
Nicaragua,NIC,"Population, total",SP.POP.TOTL,2014,YR2014,6013913
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,431.3816821
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,61.4584878
Niger,NER,"Population, total",SP.POP.TOTL,2014,YR2014,19113728
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,3203.244296
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,52.75426829
Nigeria,NGA,"Population, total",SP.POP.TOTL,2014,YR2014,177475986
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,2014,YR2014,54541
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,97005.49856
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,81.75121951
Norway,NOR,"Population, total",SP.POP.TOTL,2014,YR2014,5137232
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,19129.84422
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,77.08509756
Oman,OMN,"Population, total",SP.POP.TOTL,2014,YR2014,4236057
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1320.55355
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,66.18336585
Pakistan,PAK,"Population, total",SP.POP.TOTL,2014,YR2014,185044286
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,11892.68616
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
Palau,PLW,"Population, total",SP.POP.TOTL,2014,YR2014,21097
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,12712.43132
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,77.59514634
Panama,PAN,"Population, total",SP.POP.TOTL,2014,YR2014,3867535
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,2268.172539
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,62.60692683
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,2014,YR2014,7463577
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,4712.870205
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,72.92170732
Paraguay,PRY,"Population, total",SP.POP.TOTL,2014,YR2014,6552518
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,6490.18119
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.52553659
Peru,PER,"Population, total",SP.POP.TOTL,2014,YR2014,30973148
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,2873.088189
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,68.26563415
Philippines,PHL,"Population, total",SP.POP.TOTL,2014,YR2014,99138690
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,14341.85993
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,77.25365854
Poland,POL,"Population, total",SP.POP.TOTL,2014,YR2014,38011735
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,22124.36722
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,80.72195122
Portugal,PRT,"Population, total",SP.POP.TOTL,2014,YR2014,10401062
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,79.37473171
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,2014,YR2014,3534888
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,94944.08559
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,78.59680488
Qatar,QAT,"Population, total",SP.POP.TOTL,2014,YR2014,2172065
Romania,ROM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,10020.27733
Romania,ROM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,75.06341463
Romania,ROM,"Population, total",SP.POP.TOTL,2014,YR2014,19908979
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,14051.59912
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,70.36585366
Russian Federation,RUS,"Population, total",SP.POP.TOTL,2014,YR2014,143819569
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,697.6265013
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,63.96565854
Rwanda,RWA,"Population, total",SP.POP.TOTL,2014,YR2014,11341544
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,4172.2171
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,73.51182927
Samoa,WSM,"Population, total",SP.POP.TOTL,2014,YR2014,191845
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
San Marino,SMR,"Population, total",SP.POP.TOTL,2014,YR2014,31595
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1870.021025
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,66.38460976
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,2014,YR2014,186342
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,24406.47646
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.33721951
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,2014,YR2014,30886545
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1041.717461
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,66.37258537
Senegal,SEN,"Population, total",SP.POP.TOTL,2014,YR2014,14672557
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,6200.173221
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,75.53414634
Serbia,SRB,"Population, total",SP.POP.TOTL,2014,YR2014,7130576
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,15563.79422
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,73.22926829
Seychelles,SYC,"Population, total",SP.POP.TOTL,2014,YR2014,91400
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,794.087082
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,50.87878049
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2014,YR2014,6315627
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,56007.28821
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,82.64634146
Singapore,SGP,"Population, total",SP.POP.TOTL,2014,YR2014,5469724
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,2014,YR2014,37685
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,18595.15111
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,76.71463415
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2014,YR2014,5418649
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,24020.67286
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,80.5195122
Slovenia,SVN,"Population, total",SP.POP.TOTL,2014,YR2014,2061980
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,2021.359214
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,67.93080488
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,2014,YR2014,572171
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,536.9111436
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,55.35480488
Somalia,SOM,"Population, total",SP.POP.TOTL,2014,YR2014,10517569
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,6498.589
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,57.18212195
South Africa,ZAF,"Population, total",SP.POP.TOTL,2014,YR2014,54058647
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1115.093515
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,55.68221951
South Sudan,SSD,"Population, total",SP.POP.TOTL,2014,YR2014,11911184
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,29718.50022
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,83.07804878
Spain,ESP,"Population, total",SP.POP.TOTL,2014,YR2014,46480882
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,3852.742066
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.79480488
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,2014,YR2014,20771000
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,15429.85922
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,2014,YR2014,54944
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,7548.196954
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,75.04685366
St. Lucia,LCA,"Population, total",SP.POP.TOTL,2014,YR2014,183645
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,79.32195122
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,2014,YR2014,31530
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,6656.115717
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,72.93685366
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,2014,YR2014,109360
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,2087.700544
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,63.45853659
Sudan,SDN,"Population, total",SP.POP.TOTL,2014,YR2014,39350274
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,9680.115914
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,71.15143902
Suriname,SUR,"Population, total",SP.POP.TOTL,2014,YR2014,538248
Swaziland,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,3539.918351
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,48.93473171
Swaziland,SWZ,"Population, total",SP.POP.TOTL,2014,YR2014,1269112
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,59180.19898
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,81.95609756
Sweden,SWE,"Population, total",SP.POP.TOTL,2014,YR2014,9696110
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,85814.58857
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,82.84878049
Switzerland,CHE,"Population, total",SP.POP.TOTL,2014,YR2014,8188649
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,70.07102439
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,2014,YR2014,18772481
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1113.366354
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,69.59797561
Tajikistan,TJK,"Population, total",SP.POP.TOTL,2014,YR2014,8295840
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,957.9345343
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,64.94390244
Tanzania,TZA,"Population, total",SP.POP.TOTL,2014,YR2014,51822621
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,5969.940116
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.42202439
Thailand,THA,"Population, total",SP.POP.TOTL,2014,YR2014,67725979
Timor-Leste,TMP,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1154.188533
Timor-Leste,TMP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,68.25914634
