Country Name,Country Code,Series Name,Series Code,Time,Time Code,Value
Timor-Leste,TMP,"Population, total",SP.POP.TOTL,2014,YR2014,1212107
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,630.0460614
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,59.65580488
Togo,TGO,"Population, total",SP.POP.TOTL,2014,YR2014,7115163
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,4200.132045
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,72.79219512
Tonga,TON,"Population, total",SP.POP.TOTL,2014,YR2014,105586
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,19325.3855
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,70.44056098
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,2014,YR2014,1354483
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,4328.904197
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.14390244
Tunisia,TUN,"Population, total",SP.POP.TOTL,2014,YR2014,10996600
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,10303.69871
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,75.1635122
Turkey,TUR,"Population, total",SP.POP.TOTL,2014,YR2014,77523788
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,8199.009383
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,65.59853659
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2014,YR2014,5307188
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,2014,YR2014,33740
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,3766.26806
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,NA
Tuvalu,TUV,"Population, total",SP.POP.TOTL,2014,YR2014,9893
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,734.7440153
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,58.46641463
Uganda,UGA,"Population, total",SP.POP.TOTL,2014,YR2014,37782971
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,3104.658296
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,71.18658537
Ukraine,UKR,"Population, total",SP.POP.TOTL,2014,YR2014,45362900
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,44238.59977
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,77.36817073
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2014,YR2014,9086139
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,46412.11727
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,81.05609756
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2014,YR2014,64613160
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,54539.66558
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,78.94146341
United States,USA,"Population, total",SP.POP.TOTL,2014,YR2014,318907401
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,16737.9731
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,76.98614634
Uruguay,URY,"Population, total",SP.POP.TOTL,2014,YR2014,3419516
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,2036.691723
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,68.33902439
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2014,YR2014,30757700
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,3147.963779
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,71.91831707
Vanuatu,VUT,"Population, total",SP.POP.TOTL,2014,YR2014,258883
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,74.23619512
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,2014,YR2014,30693827
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,2052.319084
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,75.62912195
Vietnam,VNM,"Population, total",SP.POP.TOTL,2014,YR2014,90728900
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,NA
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,79.77317073
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,2014,YR2014,104170
West Bank and Gaza,WBG,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,2960.778001
West Bank and Gaza,WBG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,72.90402439
West Bank and Gaza,WBG,"Population, total",SP.POP.TOTL,2014,YR2014,4294682
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1650.974597
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,63.81819512
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,2014,YR2014,26183676
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,1726.992844
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,60.04704878
Zambia,ZMB,"Population, total",SP.POP.TOTL,2014,YR2014,15721343
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,YR2014,931.1981847
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,YR2014,57.49831707
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,2014,YR2014,15245855
